Date,Open,High,Low,Close,Adj Close,Volume
2022-08-25,1657.336548,1718.183228,1656.856079,1696.457031,1696.457031,14818795695
2022-08-26,1696.324585,1698.561035,1498.771240,1507.782837,1507.782837,26713710143
2022-08-27,1508.156982,1517.150024,1454.282959,1491.395020,1491.395020,18120831899
2022-08-28,1491.206787,1505.791992,1430.547363,1430.547363,1430.547363,12823572918
2022-08-29,1432.359131,1545.213989,1429.094849,1538.990601,1538.990601,18241454080
